Transaction_ID,Date,Shop,Location,Staff,Business Type,Item,Category,Weight,Karat,Making,Sales,Cost,Profit
1990,2/28/2025,Alras,UAE,SAHAD-126,Retail,22K,COIN,2,22K,8.62,647.62,531.5,116.12
1991,2/4/2025,Alras,UAE,SAHAD-126,Retail,22K,RING,1.54,22K,111.05,600,415.415,184.585
1992,2/4/2025,Alras,UAE,SAHAD-126,Retail,22K,Rings,1.11,22K,95.19,447.62,296.0925,151.5275
1993,2/22/2025,Alras,UAE,SAHAD-126,Retail,22K,Chain,12.1,22K,1.78,3985.71,3215.575,770.135
1994,2/24/2025,Alras,UAE,SAHAD-126,Retail,22K,Bangle,10.63,22K,379.91,3890.47,2952.4825,937.9875
1995,3/5/2025,Alras,UAE,SAHAD-126,Retail,22K,Bracelet,10.26,22K,109.81,3457.14,2757.375,699.765
1996,3/15/2025,Alras,UAE,SAHAD-126,Retail,22K,LOCKET,3.05,22K,108.34,1128.57,850.1875,278.3825
1997,3/17/2025,Alras,UAE,SAHAD-126,Retail,22K,Chain,17.49,22K,2.75,5861.9,4647.9675,1213.9325
1998,3/17/2025,Alras,UAE,SAHAD-126,Retail,22K,Chain,23.69,22K,1.94,7938.09,6295.6175,1642.4725
1999,3/27/2025,Alras,UAE,SAHAD-126,Retail,22K,Chain,4.4,22K,134.77,1628.57,1195.7,432.87
2000,4/2/2025,Alras,UAE,SAHAD-126,Retail,22K,RING,2.91,22K,69,1080.95,784.9725,295.9775
2001,4/2/2025,Alras,UAE,SAHAD-126,Retail,22K,Handset,7.45,22K,180.69,2771.43,2009.6375,761.7925
2002,4/10/2025,Alras,UAE,SAHAD-126,Retail,22K,BANGLE,9.66,22K,206.92,3600,2629.935,970.065
2003,4/30/2025,Alras,UAE,SAHAD-126,Retail,22K,COIN,2,22K,4.86,742.86,531.5,211.36
2004,3/17/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,2.5,24K,33.33,933.33,721.25,212.08
2005,4/20/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,5,24K,39.29,2043.04,1432.5,610.54
2006,3/31/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,5,24K,38.1,1918.1,1432.5,485.6
2007,2/6/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,52.38,6932.38,5678,1254.38
2008,2/8/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,61.9,6956.9,5678,1278.9
2009,2/6/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,50,24K,519.05,17719.05,14160,3559.05
2010,3/25/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,5,24K,81.9,1906.9,1432.5,474.4
2011,3/3/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,1,24K,23.81,369.81,292.5,77.31
2012,3/23/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,104.76,7394.76,5650,1744.76
2013,3/23/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,104.76,7394.76,5650,1744.76
2014,3/23/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,104.76,7394.76,5650,1744.76
2015,3/23/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,104.76,7394.76,5650,1744.76
2016,2/27/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,5,24K,47.38,1793.63,1432.5,361.13
2017,2/27/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,5,24K,47.38,1793.63,1432.5,361.13
2018,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,59.52,3597.02,2850,747.02
2019,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,52.38,7127.38,5678,1449.38
2020,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,59.52,3597.02,2850,747.02
2021,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,52.38,7127.38,5678,1449.38
2022,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,59.52,3597.02,2850,747.02
2023,4/20/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,5,24K,37.38,2041.13,1412.5,628.63
2024,3/14/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,2.5,24K,34.29,934.29,721.25,213.04
2025,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,52.38,7127.38,5650,1477.38
2026,4/28/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,106.19,4113.69,2825,1288.69
2027,4/30/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,1,24K,32.62,428.37,292.5,135.87
2028,4/16/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,267.62,8257.62,5678,2579.62
2029,4/16/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,-20,24K,-267.62,-8257.62,5678,-2579.62
2030,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,52.38,7127.38,5678,1449.38
2031,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,52.38,7127.38,5678,1449.38
2032,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,59.52,3597.02,2850,747.02
2033,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,59.52,3597.02,2850,747.02
2034,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,59.52,3597.02,2850,747.02
2035,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,59.52,3597.02,2850,747.02
2036,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,20,24K,52.38,7127.38,5678,1449.38
2037,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,59.52,3597.02,2850,747.02
2038,2/22/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,59.52,3597.02,2850,747.02
2039,2/23/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,50,24K,190,17877.5,14125,3752.5
2040,2/23/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,75.71,3613.21,2825,788.21
2041,4/30/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,54.76,4012.26,2850,1162.26
2042,4/1/2025,Alras,UAE,SAHAD-126,Retail,24K,BAR,10,24K,57.14,3797.14,2850,947.14
2043,4/28/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,70.15,999,0.21,27727,19883.17467,7843.825331
2044,4/3/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,30.32,999,341.2,11408,8576.90207,2831.09793
2045,2/4/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,10.02,999,611.86,3435,2830.647289,604.3527106
2046,3/25/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,29.95,999,0.25,10932,8485.719532,2446.280468
2047,3/28/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,50.19,999,339.65,18659,14205.77243,4453.227574
2048,3/31/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,14.6,999,0.4,5490,4137.726463,1352.273537
2049,2/24/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,45.24,999,0.56,16106,12802.94238,3303.057617
2050,4/30/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,30.12,999,1008.2,12002,8537.357759,3464.642241
2051,2/24/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,14.98,999,0.12,5333,4239.347412,1093.652588
2052,3/5/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,45.08,999,348.76,16262,12769.25041,3492.749591
2053,2/12/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,44.04,999,413.1,15717,12455.05222,3261.947783
2054,4/27/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,30,999,0,12000,8501.997023,3498.002977
2055,4/27/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,100.78,999,0,40077,28561.042,11515.958
2056,3/18/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,7.5,999,230.62,2970,2124.047077,845.9529233
2057,2/6/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,55,999,0.5,19014,15571.49828,3442.501725
2058,2/10/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,34.9,999,0.72,12207,9881.578013,2325.421987
2059,2/11/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,89.71,999,0.51,31277,25366.33359,5910.66641
2060,2/19/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,21.94,999,0.3,7789,6204.409282,1584.590718
2061,2/21/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,9.95,999,0.62,3508,2816.337158,691.6628419
2062,2/19/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,40.18,999,0.28,14224,11362.49612,2861.503876
2063,3/16/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,64.86,999,2.83,23320,18368.2301,4951.769898
2064,3/22/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,0.001,999,0,0.37,0.283277554,0.086722446
2065,3/22/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,-0.001,999,0,-0.37,0.283277554,-0.086722446
2066,4/7/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,20.08,999,0.5,7154,5684.853227,1469.146773
2067,4/6/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,50.2,999,459.25,18845,14181.8657,4663.1343
2068,4/6/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,2,999,37.5,770,565.0145697,204.9854303
2069,4/1/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,20.06,999,183.1,7505,5687.008399,1817.991601
2070,3/12/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,105.1,999,1.07,36970,29765.10358,7204.896415
2071,2/9/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,20.16,999,4.88,6950,5712.162745,1237.837255
2072,2/11/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,100.09,999,0.62,34899,28301.37475,6597.625248
2073,4/19/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,55,999,3.75,22045,15592.32373,6452.676268
2074,4/10/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,30,999,0.5,11378,8499.72436,2878.27564
2075,2/26/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,30.24,999,7.76,10622,8575.635725,2046.364275
2076,2/4/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,30,999,1830.5,10283,8474.991884,1808.008116
2077,4/2/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,9.99,999,0.26,3759,2832.130129,926.8698715
2078,4/2/2025,Alras,UAE,SAHAD-126,Retail,999,LOOSE,9.97,999,0.79,3752,2826.460198,925.5398017
2079,1/28/2025,Alras,UAE,SARITH LAL-31,Retail,22K,Chain,6.66,22K,0.86,2050.48,1769.895,280.585
2080,1/28/2025,Alras,UAE,SARITH LAL-31,Retail,22K,Chain,24.16,22K,0.95,7436.19,6420.52,1015.67
2081,1/28/2025,Alras,UAE,SARITH LAL-31,Retail,22K,CHAIN,9.72,22K,0.1,2991.43,2583.09,408.34
2082,2/2/2025,Alras,UAE,SARITH LAL-31,Retail,22K,Necklace,6.09,22K,211.55,2123.81,1715.8575,407.9525
2083,2/2/2025,Alras,UAE,SARITH LAL-31,Retail,22K,Bangle,9.81,22K,84.42,3164.76,2607.0075,557.7525
2084,2/2/2025,Alras,UAE,SARITH LAL-31,Retail,22K,Bangle,9.83,22K,84.81,3171.43,2612.3225,559.1075
2085,2/2/2025,Alras,UAE,SARITH LAL-31,Retail,22K,Chain,15.19,22K,132.25,4901.91,4036.7425,865.1675
2086,1/13/2025,Alras,UAE,SHADAB-303,Retail,18K,CHAIN,1.75,18K,43.9,480.96,411.25,69.71
2087,1/25/2025,Alras,UAE,SHADAB-303,Retail,18K,CHAIN,7.16,18K,202.13,2047.62,1700.5,347.12
2088,1/21/2025,Alras,UAE,SHADAB-303,Retail,22K,Rings,2.84,22K,103.81,971.43,777.45,193.98
2089,1/11/2025,Alras,UAE,SHADAB-303,Retail,22K,COIN,8,22K,9.81,2423.81,2104,319.81
2090,1/16/2025,Alras,UAE,SHADAB-303,Retail,22K,Bracelet,3.06,22K,148.64,1074.29,837.675,236.615
2091,1/21/2025,Alras,UAE,SHADAB-303,Retail,22K,Ring,5.9,22K,197.55,2000,1638.725,361.275
2092,1/16/2025,Alras,UAE,SHADAB-303,Retail,22K,Chain,32.11,22K,0.59,9778.09,8533.2325,1244.8575
2093,1/16/2025,Alras,UAE,SHADAB-303,Retail,22K,Ring,4.78,22K,161.63,1617.14,1308.525,308.615
2094,1/16/2025,Alras,UAE,SHADAB-303,Retail,22K,Chain,9.39,22K,230.95,3071.43,2495.3925,576.0375
2095,1/17/2025,Alras,UAE,SHADAB-303,Retail,22K,EARRINGS,2.3,22K,33.55,733.33,618.125,115.205
2096,1/17/2025,Alras,UAE,SHADAB-303,Retail,22K,Rings,2.16,22K,38.06,695.24,592.38,102.86
2097,1/24/2025,Alras,UAE,SHADAB-303,Retail,22K,Chain,9.3,22K,73.1,2972.38,2471.475,500.905
2098,1/21/2025,Alras,UAE,SHADAB-303,Retail,22K,Chain,14.85,22K,76.56,4609.52,3946.3875,663.1325
2099,1/21/2025,Alras,UAE,SHADAB-303,Retail,22K,Chain,14.79,22K,75.83,4590.48,3930.4425,660.0375
2100,1/21/2025,Alras,UAE,SHADAB-303,Retail,22K,RING,5.05,22K,134.68,1676.19,1349.6125,326.5775
2101,1/24/2025,Alras,UAE,SHADAB-303,Retail,22K,Ring,3.35,22K,98.5,1142.86,907.0125,235.8475
2102,1/13/2025,Alras,UAE,SHADAB-303,Retail,22K,Chain,20.25,22K,0.19,6060,5381.4375,678.5625
2103,1/17/2025,Alras,UAE,SHADAB-303,Retail,22K,Chain,24.18,22K,0.42,7339.05,6425.835,913.215
2104,1/18/2025,Alras,UAE,SHADAB-303,Retail,22K,Ring,5.29,22K,134.28,1737.15,1440.2025,296.9475
2105,1/20/2025,Alras,UAE,SHADAB-303,Retail,22K,Rings,1.21,22K,80.69,447.62,326.3975,121.2225
2106,1/20/2025,Alras,UAE,SHADAB-303,Retail,22K,Rings,4.14,22K,76.85,1333.34,1106.415,226.925
2107,1/20/2025,Alras,UAE,SHADAB-303,Retail,22K,Necklace,10.01,22K,181.01,3219.05,2700.1975,518.8525
2108,1/20/2025,Alras,UAE,SHADAB-303,Retail,22K,Necklace,9.63,22K,182.05,3104.76,2597.6925,507.0675
2109,1/20/2025,Alras,UAE,SHADAB-303,Retail,22K,Rings,4.23,22K,82.86,1366.67,1130.4675,236.2025
2110,1/24/2025,Alras,UAE,SHADAB-303,Retail,22K,Locket,1.73,22K,68.29,607.62,471.8575,135.7625
2111,1/24/2025,Alras,UAE,SHADAB-303,Retail,22K,Chain,6.19,22K,47.41,1977.14,1644.9925,332.1475
2112,1/16/2025,Alras,UAE,SHADAB-303,Retail,22K,BANGLE,16.4,22K,134.24,5095.24,4366.5,728.74
2113,1/16/2025,Alras,UAE,SHADAB-303,Retail,22K,BANGLE,16.4,22K,134.24,5095.24,4366.5,728.74
2114,1/11/2025,Alras,UAE,SHADAB-303,Retail,22K,COIN,2,22K,10.78,614.28,531.5,82.78
2115,1/18/2025,Alras,UAE,SHADAB-303,Retail,22K,Chain,15.92,22K,252.43,5076.19,4294.42,781.77
2116,1/25/2025,Alras,UAE,SHADAB-303,Retail,22K,CHAIN,12.36,22K,0.09,3840.96,3284.67,556.29
2117,1/25/2025,Alras,UAE,SHADAB-303,Retail,22K,Ring,2.47,22K,53.4,820.95,667.5175,153.4325
2118,1/25/2025,Alras,UAE,SHADAB-303,Retail,22K,BRACELET,9.64,22K,176.75,3172.38,2614.85,557.53
2119,1/16/2025,Alras,UAE,SHADAB-303,Retail,22K,CHAIN,7.1,22K,58.05,2220,1886.825,333.175
2120,1/18/2025,Alras,UAE,SHADAB-303,Retail,22K,Locket,2.775,22K,54.41,895.24,751.33125,143.90875
2121,1/25/2025,Alras,UAE,SHADAB-303,Retail,22K,Chain,14.77,22K,151.17,4740.95,3925.1275,815.8225
2122,1/25/2025,Alras,UAE,SHADAB-303,Retail,22K,HOOK,0.48,22K,21.31,170.47,129.7444623,40.72553774
2123,1/25/2025,Alras,UAE,SHADAB-303,Retail,22K,Ring,2.81,22K,117.27,990.48,769.2375,221.2425
2124,1/12/2025,Alras,UAE,SHADAB-303,Retail,24K,BAR,1,24K,15.24,341.24,292.5,48.74
2125,1/25/2025,Alras,UAE,SHADAB-303,Retail,999,LOOSE,16.11,999,0.09,5405,4561.29242,843.7075803
2126,1/16/2025,Alras,UAE,SHAFI ITHRA-143,Retail,22K,Chain,40.11,22K,20.06,12153.34,10659.2325,1494.1075
2127,1/16/2025,Alras,UAE,SHAFI ITHRA-143,Retail,22K,Bangle,12.21,22K,6.47,3700,3250.9125,449.0875
2128,1/1/2025,Alras,UAE,SOHAG-193,Retail,22K,Bracelet,10.43,22K,199.79,3271.43,2839.5675,431.8625
2129,1/1/2025,Alras,UAE,SOHAG-193,Retail,22K,Bracelet,5.98,22K,143.65,1904.76,1628.055,276.705
2130,1/2/2025,Alras,UAE,SUDEV SURESH-268,Retail,18K,CHAIN,3.94,18K,145.05,1114.29,914.08,200.21
2131,1/2/2025,Alras,UAE,SUDEV SURESH-268,Retail,18K,RING,1.27,18K,111.39,423.81,299.72,124.09
2132,1/1/2025,Alras,UAE,SUDEV SURESH-268,Retail,22K,Chain,11.69,22K,0.14,3442.85,3106.6175,336.2325
2133,1/2/2025,Alras,UAE,SUDEV SURESH-268,Retail,22K,LOCKET,1.13,22K,13.52,348.57,300.2975,48.2725
2134,1/2/2025,Alras,UAE,SUDEV SURESH-268,Retail,22K,Chain,9.27,22K,130.49,2879.05,2505.2175,373.8325
2135,1/1/2025,Alras,UAE,SUDEV SURESH-268,Retail,22K,Chain,7.76,22K,0.39,2285.71,2062.22,223.49
2136,1/1/2025,Alras,UAE,SUDEV SURESH-268,Retail,22K,EARRINGS,3.2,22K,67.12,1009.52,837.6,171.92
2137,1/1/2025,Alras,UAE,SUDEV SURESH-268,Retail,22K,Chain,6,22K,140.62,1907.62,1594.5,313.12
2138,1/1/2025,Alras,UAE,SUDEV SURESH-268,Retail,22K,Chain,4.34,22K,0.91,1279.04,1153.355,125.685
2139,1/2/2025,Alras,UAE,SUDEV SURESH-268,Retail,22k,EARRING,3.22,22k,77.65,1032.38,857.325,175.055
2140,1/2/2025,Alras,UAE,SUDEV SURESH-268,Retail,22K,Necklace,15.24,22K,248.96,4767.62,4072.89,694.73
2141,1/19/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Bangle,3.74,18K,149.87,1090.48,881.705,208.775
2142,1/29/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Chain,1.75,18K,77.87,527.62,415.03,112.59
2143,1/9/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,RING,4.5,18K,299.75,1400,1116.5,283.5
2144,1/20/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Chain,12.67,18K,513.19,3702.86,3002.79,700.07
2145,1/16/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Bracelet,6.74,18K,250.74,1954.28,1624.34,329.94
2146,1/19/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Ring,10.38,18K,394.19,3004.76,2421.654,583.106
2147,2/28/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Chain,2.53,18K,118.43,785.72,596.0427,189.6773
2148,2/28/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Chain,2.53,18K,118.43,785.72,596.0427,189.6773
2149,3/13/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Bracelet,1.26,18K,72.5,414.28,297.045,117.235
2150,3/13/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Rings,1.44,18K,71.3,461.9,341.28,120.62
2151,1/14/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Ring,1.13,18K,59.48,340,267.9908,72.0092
2152,2/14/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Rings,3.23,18K,176.33,1047.62,753.559,294.061
2153,2/17/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Ring,3.15,18K,206.57,1047.62,746.55,301.07
2154,3/6/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Rings,1.32,18K,27.85,380.95,313.0512,67.8988
2155,4/4/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Chain,3.28,18K,88.61,1020.95,774.08,246.87
2156,3/8/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Ring,6.1,18K,193.77,1828.57,1423.13,405.44
2157,3/9/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Chain,2.34,18K,106.21,733.33,552.24,181.09
2158,3/9/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Rings,1.08,18K,67.7,357.14,255.96,101.18
2159,2/25/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Bracelet,4.39,18K,210.31,1400,1025.065,374.935
2160,2/8/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Ring,4.17,18K,185.88,1285.72,988.9572,296.7628
2161,2/9/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Ring,1.28,18K,43.35,380.95,301.5552,79.3948
2162,4/10/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Ring,4.03,18K,158.78,1295.24,952.692,342.548
2163,4/10/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,RING,2.15,18K,83.22,689.52,500.95,188.57
2164,4/10/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Rings,0.85,18K,38.39,278.09,201.586,76.504
2165,4/10/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Chain,2.06,18K,76.22,657.14,478.95,178.19
2166,2/24/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,NECKLACE,1.69,18K,57.25,515.24,399.685,115.555
2167,3/9/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Locket,0.63,18K,50.21,219.05,149.4108,69.6392
2168,3/9/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Chain,1.09,18K,60.26,352.38,257.24,95.14
2169,3/9/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,NECKLACE,2.88,18K,132.92,904.76,679.68,225.08
2170,3/11/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Rings,2.92,18K,154.81,938.1,699.34,238.76
2171,3/11/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Locket,1.15,18K,62.94,371.43,271.4,100.03
2172,3/11/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Chain,1.56,18K,76.77,495.24,364.26,130.98
2173,3/15/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Locket,0.51,18K,31.18,171.43,120.2325,51.1975
2174,4/15/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Chain,2,18K,77.16,666.66,467,199.66
2175,4/1/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Bangle,13.64,18K,434.3,4352.39,3259.96,1092.43
2176,4/1/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Necklace,2.47,18K,128.58,838.09,579.215,258.875
2177,4/1/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Locket,0.77,18K,30.05,251.43,181.72,69.71
2178,4/10/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Ring,1.79,18K,85.7,590.48,424.5164,165.9636
2179,4/1/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Chain,1.25,18K,55.86,415.24,293.75,121.49
2180,4/13/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Bangle,7.76,18K,276.23,2580.95,1840.3616,740.5884
2181,4/21/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Rings,2.87,18K,101.5,990.48,677.32,313.16
2182,2/13/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Ring,1.88,18K,85.7,590.48,449.32,141.16
2183,2/13/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,Bangle,11.26,18K,538.59,3561.9,2654.545,907.355
2184,2/13/2025,Shamal,UAE,AISHWARYA-241,Retail,18K,EARRING,2.87,18K,124.64,895.24,680.65,214.59
2185,3/18/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Ring,2.83,22K,87.72,1042.85,777.5425,265.3075
2186,4/25/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Ring,6.08,22K,240.27,2476.19,1725.2,750.99
2187,4/25/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Bracelet,4.17,22K,105.52,1639.04,1141.5375,497.5025
2188,2/10/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Anklet,15.7,22K,4.16,5106.66,4172.275,934.385
2189,3/25/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Ring,5.68,22K,218.26,2138.1,1611.7,526.4
2190,3/24/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Bangle,10.54,22K,548.97,4100.95,2927.485,1173.465
2191,1/11/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,BANGLE,20.63,22K,498.7,6723.8,5668.0925,1055.7075
2192,1/2/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Anklet,11.95,22K,8.65,3542.86,3175.7125,367.1475
2193,1/2/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,RING,4.6,22K,96.7,1457.15,1231.65,225.5
2194,1/2/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Ring,4.38,22K,114.13,1409.52,1194.645,214.875
2195,1/2/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,RING,3.08,22K,79.56,990.47,838.53,151.94
2196,1/19/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Rings,3.25,22K,62.87,1047.62,878.3125,169.3075
2197,2/25/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Bracelet,4.33,22K,98.16,1523.81,1189.6675,334.1425
2198,1/29/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Ring,3.23,22K,80.47,1080.96,884.2125,196.7475
2199,1/29/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Necklace,17.94,22K,414.5,5971.42,4937.985,1033.435
2200,1/29/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Ring,2.96,22K,73.62,990.48,807.34,183.14
2201,1/29/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Bangle,10.51,22K,258.82,3514.29,2882.3675,631.9225
2202,1/29/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Rings,3.32,22K,90.68,1119.05,910.51,208.54
2203,1/29/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Bracelet,8.25,22K,187.42,2742.86,2246.0625,496.7975
2204,1/4/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Bracelet,16.27,22K,323.56,5147.62,4453.9125,693.7075
2205,1/5/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Chain,11.07,22K,346.31,3628.57,3096.8325,531.7375
2206,1/14/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Chain,8.05,22K,9.45,2412.38,2139.2875,273.0925
2207,1/4/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Rings,3.32,22K,168,1152.38,908.85,243.53
2208,1/4/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,Necklace,28.03,22K,691.95,9002.85,7673.2125,1329.6375
2209,1/18/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,BANGLE,15.04,22K,435.26,4992.38,4132.24,860.14
2210,1/20/2025,Shamal,UAE,AISHWARYA-241,Retail,22K,COIN,8,22K,24.38,2452.38,2094,358.38
